x1,x2,x3,x4
5,0,0.00011892,0
19,9,0.00011895,37
8,1,0.00011900,1
18,1,0.00011900,1
1,0,0.00011903,0
1,0,0.00011904,0
17,2,0.00011916,6
2,0,0.00011919,0
4,0,0.00011920,0
17,4,0.00011923,14
1,0,0.00011923,0
2,0,0.00011927,0
1,0,0.00011929,0
4,1,0.00011932,1
9,3,0.00011938,10
3,0,0.00011938,0
1,0,0.00011940,0
5,0,0.00011941,0
6,1,0.00011944,1
5,0,0.00011944,0
1,0,0.00011945,0
1,0,0.00011948,0
10,0,0.00011950,0
2,0,0.00011955,0
13,2,0.00011957,6
1,0,0.00011961,0
21,13,0.00011964,55
3,0,0.00011964,0
6,0,0.00011967,0
8,0,0.00011970,0
11,1,0.00011982,1
2,0,0.00011982,0
8,3,0.00011989,10
16,4,0.00011992,14
17,2,0.00011995,6
17,3,0.00012016,10
18,3,0.00012027,10
2,0,0.00012028,0
3,0,0.00012028,0
1,0,0.00012029,0
24,3,0.00012034,10
17,4,0.00012035,14
8,0,0.00012036,0
2,0,0.00012042,0
2,0,0.00012043,0
3,0,0.00012044,0
4,0,0.00012046,0
16,2,0.00012049,6
3,0,0.00012050,0
11,2,0.00012062,6
14,6,0.00012064,24
2,0,0.00012065,0
12,1,0.00012074,1
3,0,0.00012078,0
4,0,0.00012078,0
18,4,0.00012079,14
14,2,0.00012081,6
1,0,0.00012082,0
14,2,0.00012082,6
2,0,0.00012086,0
13,5,0.00012101,20
2,0,0.00012103,0
22,1,0.00012103,1
11,2,0.00012104,6
11,2,0.00012109,6
1,0,0.00012110,0
1,0,0.00012113,0
16,1,0.00012116,1
7,0,0.00012118,0
6,0,0.00012120,0
2,0,0.00012121,0
3,0,0.00012127,0
6,0,0.00012127,0
21,5,0.00012136,20
10,0,0.00012142,0
10,0,0.00012143,0
3,0,0.00012148,0
13,3,0.00012150,10
4,0,0.00012155,0
1,0,0.00012161,0
3,1,0.00012165,1
1,0,0.00012167,0
20,5,0.00012171,20
1,0,0.00012174,0
12,2,0.00012179,6
5,0,0.00012195,0
1,0,0.00012196,0
7,1,0.00012197,1
2,0,0.00012204,0
4,1,0.00012210,1
12,3,0.00012211,10
22,5,0.00012212,20
1,0,0.00012214,0
3,0,0.00012217,0
1,0,0.00012217,0
13,0,0.00012230,0
4,1,0.00012235,1
2,0,0.00012241,0
4,0,0.00012242,0
2,0,0.00012245,0
1,0,0.00012249,0
1,0,0.00012252,0
7,1,0.00012258,1
4,0,0.00012263,0
3,0,0.00012273,0
6,0,0.00012273,0
6,0,0.00012273,0
5,0,0.00012279,0
4,0,0.00012282,0
9,0,0.00012282,0
1,0,0.00012287,0
18,3,0.00012289,10
2,0,0.00012290,0
10,0,0.00012291,0
3,0,0.00012292,0
23,9,0.00012295,37
14,3,0.00012295,10
16,3,0.00012298,10
16,1,0.00012301,1
3,0,0.00012304,0
1,0,0.00012304,0
8,1,0.00012309,1
16,2,0.00012313,6
8,1,0.00012323,1
2,0,0.00012327,0
6,0,0.00012328,0
2,0,0.00012329,0
2,1,0.00012329,1
3,0,0.00012330,0
6,1,0.00012332,1
9,1,0.00012335,1
2,0,0.00012336,0
2,0,0.00012337,0
3,0,0.00012338,0
2,0,0.00012345,0
3,0,0.00012349,0
18,2,0.00012351,6
4,1,0.00012352,1
1,0,0.00012356,0
2,0,0.00012357,0
1,0,0.00012358,0
5,0,0.00012359,0
3,0,0.00012362,0
9,1,0.00012362,1
11,1,0.00012364,1
9,0,0.00012365,0
1,0,0.00012369,0
5,0,0.00012372,0
4,0,0.00012375,0
2,0,0.00012377,0
4,1,0.00012378,1
13,3,0.00012379,10
2,0,0.00012385,0
7,3,0.00012388,10
6,1,0.00012389,1
16,2,0.00012393,6
1,0,0.00012394,0
10,0,0.00012398,0
5,0,0.00012398,0
2,0,0.00012401,0
16,3,0.00012402,10
15,1,0.00012402,1
9,2,0.00012416,6
14,1,0.00012418,1
2,0,0.00012418,0
5,0,0.00012422,0
23,4,0.00012423,14
6,0,0.00012429,0
4,1,0.00012430,1
10,0,0.00012435,0
5,0,0.00012437,0
2,0,0.00012439,0
1,0,0.00012443,0
1,0,0.00012450,0
5,2,0.00012451,6
7,0,0.00012465,0
4,0,0.00012467,0
21,5,0.00012470,20
1,0,0.00012486,0
16,3,0.00012489,10
1,0,0.00012489,0
2,0,0.00012490,0
1,0,0.00012502,0
1,0,0.00012518,0
3,0,0.00012518,0
12,3,0.00012519,10
3,1,0.00012522,1
4,0,0.00012531,0
14,2,0.00012537,6
21,5,0.00012551,20
5,0,0.00012552,0
9,1,0.00012553,1
4,0,0.00012554,0
2,0,0.00012554,0
6,0,0.00012556,0
6,1,0.00012556,1
4,0,0.00012561,0
17,3,0.00012564,10
7,0,0.00012570,0
1,0,0.00012574,0
4,0,0.00012575,0
5,0,0.00012577,0
1,0,0.00012583,0
1,0,0.00012584,0
13,0,0.00012589,0
7,0,0.00012590,0
1,0,0.00012591,0
4,0,0.00012592,0
19,1,0.00012598,1
6,0,0.00012599,0
2,0,0.00012601,0
1,0,0.00012610,0
13,3,0.00012611,10
3,0,0.00012614,0
21,7,0.00012625,28
2,0,0.00012625,0
7,1,0.00012626,1
2,0,0.00012627,0
5,0,0.00012627,0
2,0,0.00012629,0
9,1,0.00012637,1
6,0,0.00012639,0
1,0,0.00012640,0
13,5,0.00012646,20
1,0,0.00012648,0
10,0,0.00012651,0
1,0,0.00012653,0
16,4,0.00012656,14
2,0,0.00012657,0
18,3,0.00012659,10
8,2,0.00012661,6
3,0,0.00012669,0
6,2,0.00012670,6
6,0,0.00012671,0
10,0,0.00012672,0
10,0,0.00012679,0
5,0,0.00012681,0
3,0,0.00012693,0
23,3,0.00012696,10
1,0,0.00012698,0
1,0,0.00012698,0
3,0,0.00012699,0
2,0,0.00012699,0
1,0,0.00012700,0
9,1,0.00012708,1
4,0,0.00012710,0
8,0,0.00012711,0
5,1,0.00012717,1
4,0,0.00012723,0
7,1,0.00012725,1
7,0,0.00012725,0
6,0,0.00012733,0
4,0,0.00012745,0
8,2,0.00012753,6
1,0,0.00012755,0
3,0,0.00012763,0
17,1,0.00012768,1
14,6,0.00012769,24
8,1,0.00012776,1
1,0,0.00012777,0
1,0,0.00012782,0
19,16,0.00012784,68
1,0,0.00012789,0
5,0,0.00012789,0
2,0,0.00012793,0
18,0,0.00012793,0
4,0,0.00012799,0
4,0,0.00012799,0
14,0,0.00012800,0
9,1,0.00012801,1
16,4,0.00012806,14
16,4,0.00012809,14
2,1,0.00012811,1
2,0,0.00012814,0
15,4,0.00012816,14
5,1,0.00012818,1
4,1,0.00012818,1
4,0,0.00012821,0
17,3,0.00012821,10
2,0,0.00012823,0
4,0,0.00012824,0
18,2,0.00012829,6
12,0,0.00012832,0
5,0,0.00012834,0
14,0,0.00012836,0
1,0,0.00012841,0
3,0,0.00012845,0
3,0,0.00012850,0
1,0,0.00012852,0
1,0,0.00012852,0
4,0,0.00012854,0
19,5,0.00012856,20
15,5,0.00012865,20
10,1,0.00012866,1
4,2,0.00012867,6
4,0,0.00012869,0
3,0,0.00012870,0
13,3,0.00012874,10
1,0,0.00012875,0
17,2,0.00012876,6
10,0,0.00012877,0
3,0,0.00012889,0
20,4,0.00012893,14
8,0,0.00012893,0
9,4,0.00012895,14
2,0,0.00012906,0
10,0,0.00012911,0
3,0,0.00012911,0
12,3,0.00012918,10
1,0,0.00012927,0
16,4,0.00012942,14
1,0,0.00012947,0
8,1,0.00012947,1
19,5,0.00012949,20
14,5,0.00012961,20
2,1,0.00012972,1
15,2,0.00012973,6
16,2,0.00012975,6
21,3,0.00012977,10
19,6,0.00012983,24
7,3,0.00012986,10
2,0,0.00012986,0
5,0,0.00012986,0
3,0,0.00012987,0
14,3,0.00012990,10
4,0,0.00012992,0
2,0,0.00012994,0
9,0,0.00012997,0
19,2,0.00012997,6
6,1,0.00013000,1
2,0,0.00013001,0
3,0,0.00013004,0
7,0,0.00013004,0
2,0,0.00013007,0
1,0,0.00013009,0
16,4,0.00013012,14
6,0,0.00013018,0
1,0,0.00013018,0
2,0,0.00013021,0
3,0,0.00013024,0
19,1,0.00013027,1
20,4,0.00013028,14
16,4,0.00013029,14
16,3,0.00013037,10
16,4,0.00013038,14
3,0,0.00013041,0
12,3,0.00013042,10
1,0,0.00013049,0
3,0,0.00013050,0
18,6,0.00013053,24
1,0,0.00013059,0
2,0,0.00013063,0
19,0,0.00013070,0
2,1,0.00013074,1
1,0,0.00013079,0
4,0,0.00013081,0
4,1,0.00013081,1
9,1,0.00013081,1
5,0,0.00013083,0
19,5,0.00013086,20
6,0,0.00013088,0
3,0,0.00013097,0
20,5,0.00013108,20
1,0,0.00013110,0
1,0,0.00013119,0
10,1,0.00013121,1
4,0,0.00013128,0
7,1,0.00013129,1
2,0,0.00013133,0
18,7,0.00013135,28
16,3,0.00013135,10
1,0,0.00013137,0
2,0,0.00013137,0
3,0,0.00013142,0
1,0,0.00013144,0
3,2,0.00013148,6
1,0,0.00013151,0
1,0,0.00013153,0
2,0,0.00013153,0
19,1,0.00013157,1
13,3,0.00013159,10
3,0,0.00013161,0
5,0,0.00013162,0
9,1,0.00013162,1
14,4,0.00013167,14
9,1,0.00013171,1
9,0,0.00013173,0
5,0,0.00013174,0
7,1,0.00013175,1
15,4,0.00013175,14
1,0,0.00013178,0
1,0,0.00013181,0
6,0,0.00013185,0
2,0,0.00013194,0
2,0,0.00013194,0
3,0,0.00013207,0
8,1,0.00013207,1
7,0,0.00013210,0
1,0,0.00013211,0
6,0,0.00013211,0
9,1,0.00013213,1
7,1,0.00013218,1
2,0,0.00013218,0
13,1,0.00013219,1
2,0,0.00013219,0
9,0,0.00013220,0
4,1,0.00013222,1
17,3,0.00013222,10
18,6,0.00013225,24
11,0,0.00013225,0
18,1,0.00013225,1
1,0,0.00013226,0
15,1,0.00013227,1
16,5,0.00013232,20
15,2,0.00013238,6
3,0,0.00013242,0
2,0,0.00013246,0
11,0,0.00013248,0
1,0,0.00013250,0
6,1,0.00013252,1
4,0,0.00013260,0
1,0,0.00013260,0
1,0,0.00013260,0
15,3,0.00013264,10
15,4,0.00013264,14
2,0,0.00013264,0
20,3,0.00013265,10
10,0,0.00013269,0
17,2,0.00013272,6
16,4,0.00013279,14
9,3,0.00013280,10
8,0,0.00013287,0
3,0,0.00013288,0
3,0,0.00013295,0
18,9,0.00013304,37
4,0,0.00013307,0
2,0,0.00013311,0
4,0,0.00013314,0
3,0,0.00013323,0
2,0,0.00013333,0
2,0,0.00013340,0
9,0,0.00013340,0
8,3,0.00013345,10
1,0,0.00013345,0
14,3,0.00013351,10
11,1,0.00013353,1
4,0,0.00013353,0
3,0,0.00013355,0
1,0,0.00013358,0
1,0,0.00013359,0
2,0,0.00013361,0
9,0,0.00013364,0
2,0,0.00013366,0
8,1,0.00013370,1
22,7,0.00013370,28
4,0,0.00013373,0
16,4,0.00013379,14
2,0,0.00013385,0
9,1,0.00013388,1
12,4,0.00013388,14
11,0,0.00013390,0
6,0,0.00013391,0
4,0,0.00013403,0
15,3,0.00013403,10
2,0,0.00013406,0
1,0,0.00013408,0
2,0,0.00013408,0
4,0,0.00013414,0
1,0,0.00013415,0
8,0,0.00013415,0
1,0,0.00013416,0
2,0,0.00013419,0
5,0,0.00013419,0
6,1,0.00013420,1
13,2,0.00013421,6
3,0,0.00013424,0
3,0,0.00013425,0
6,0,0.00013426,0
1,0,0.00013426,0
4,0,0.00013427,0
13,3,0.00013428,10
9,0,0.00013428,0
10,0,0.00013433,0
9,0,0.00013433,0
15,3,0.00013434,10
5,0,0.00013434,0
1,0,0.00013441,0
8,2,0.00013444,6
12,2,0.00013446,6
13,1,0.00013446,1
14,1,0.00013448,1
1,0,0.00013451,0
1,0,0.00013453,0
9,2,0.00013455,6
7,1,0.00013458,1
6,1,0.00013460,1
1,0,0.00013460,0
7,0,0.00013462,0
24,7,0.00013463,28
